Store,Product,Date,Sales
S3,P4,2022-09-08,51
S3,P5,2022-09-08,95
S4,P1,2022-09-08,59
S4,P2,2022-09-08,66
S4,P3,2022-09-08,95
S4,P4,2022-09-08,62
S4,P5,2022-09-08,89
S5,P1,2022-09-08,66
S5,P2,2022-09-08,97
S5,P3,2022-09-08,92
S5,P4,2022-09-08,82
S5,P5,2022-09-08,90
S1,P1,2022-09-09,56
S1,P2,2022-09-09,93
S1,P3,2022-09-09,52
S1,P4,2022-09-09,95
S1,P5,2022-09-09,94
S2,P1,2022-09-09,92
S2,P2,2022-09-09,65
S2,P3,2022-09-09,60
S2,P4,2022-09-09,56
S2,P5,2022-09-09,95
S3,P1,2022-09-09,90
S3,P2,2022-09-09,86
S3,P3,2022-09-09,63
S3,P4,2022-09-09,99
S3,P5,2022-09-09,66
S4,P1,2022-09-09,91
S4,P2,2022-09-09,69
S4,P3,2022-09-09,77
S4,P4,2022-09-09,81
S4,P5,2022-09-09,67
S5,P1,2022-09-09,90
S5,P2,2022-09-09,100
S5,P3,2022-09-09,86
S5,P4,2022-09-09,93
S5,P5,2022-09-09,79
S1,P1,2022-09-10,84
S1,P2,2022-09-10,79
S1,P3,2022-09-10,98
S1,P4,2022-09-10,90
S1,P5,2022-09-10,51
S2,P1,2022-09-10,71
S2,P2,2022-09-10,73
S2,P3,2022-09-10,79
S2,P4,2022-09-10,69
S2,P5,2022-09-10,90
S3,P1,2022-09-10,71
S3,P2,2022-09-10,85
S3,P3,2022-09-10,60
S3,P4,2022-09-10,97
S3,P5,2022-09-10,50
S4,P1,2022-09-10,98
S4,P2,2022-09-10,99
S4,P3,2022-09-10,53
S4,P4,2022-09-10,50
S4,P5,2022-09-10,80
S5,P1,2022-09-10,52
S5,P2,2022-09-10,73
S5,P3,2022-09-10,77
S5,P4,2022-09-10,95
S5,P5,2022-09-10,53
S1,P1,2022-09-11,72
S1,P2,2022-09-11,96
S1,P3,2022-09-11,64
S1,P4,2022-09-11,67
S1,P5,2022-09-11,56
S2,P1,2022-09-11,71
S2,P2,2022-09-11,96
S2,P3,2022-09-11,64
S2,P4,2022-09-11,91
S2,P5,2022-09-11,86
S3,P1,2022-09-11,77
S3,P2,2022-09-11,79
S3,P3,2022-09-11,55
S3,P4,2022-09-11,70
S3,P5,2022-09-11,96
S4,P1,2022-09-11,88
S4,P2,2022-09-11,85
S4,P3,2022-09-11,90
S4,P4,2022-09-11,90
S4,P5,2022-09-11,88
S5,P1,2022-09-11,73
S5,P2,2022-09-11,76
S5,P3,2022-09-11,72
S5,P4,2022-09-11,76
S5,P5,2022-09-11,78
S1,P1,2022-09-12,92
S1,P2,2022-09-12,82
S1,P3,2022-09-12,87
S1,P4,2022-09-12,82
S1,P5,2022-09-12,73
S2,P1,2022-09-12,86
S2,P2,2022-09-12,91
S2,P3,2022-09-12,67
S2,P4,2022-09-12,78
S2,P5,2022-09-12,85
S3,P1,2022-09-12,76
S3,P2,2022-09-12,53
S3,P3,2022-09-12,63
S3,P4,2022-09-12,62
S3,P5,2022-09-12,56
S4,P1,2022-09-12,62
S4,P2,2022-09-12,82
S4,P3,2022-09-12,79
S4,P4,2022-09-12,85
S4,P5,2022-09-12,56
S5,P1,2022-09-12,78
S5,P2,2022-09-12,88
S5,P3,2022-09-12,50
S5,P4,2022-09-12,97
S5,P5,2022-09-12,73
S1,P1,2022-09-13,90
S1,P2,2022-09-13,94
S1,P3,2022-09-13,87
S1,P4,2022-09-13,62
S1,P5,2022-09-13,96
S2,P1,2022-09-13,84
S2,P2,2022-09-13,58
S2,P3,2022-09-13,63
S2,P4,2022-09-13,80
S2,P5,2022-09-13,79
S3,P1,2022-09-13,89
S3,P2,2022-09-13,73
S3,P3,2022-09-13,71
S3,P4,2022-09-13,88
S3,P5,2022-09-13,58
S4,P1,2022-09-13,56
S4,P2,2022-09-13,86
S4,P3,2022-09-13,79
S4,P4,2022-09-13,100
S4,P5,2022-09-13,58
S5,P1,2022-09-13,93
S5,P2,2022-09-13,90
S5,P3,2022-09-13,52
S5,P4,2022-09-13,86
S5,P5,2022-09-13,73
S1,P1,2022-09-14,96
S1,P2,2022-09-14,58
S1,P3,2022-09-14,90
S1,P4,2022-09-14,57
S1,P5,2022-09-14,76
S2,P1,2022-09-14,79
S2,P2,2022-09-14,58
S2,P3,2022-09-14,83
S2,P4,2022-09-14,91
S2,P5,2022-09-14,88
S3,P1,2022-09-14,52
S3,P2,2022-09-14,73
S3,P3,2022-09-14,68
S3,P4,2022-09-14,67
S3,P5,2022-09-14,94
S4,P1,2022-09-14,83
S4,P2,2022-09-14,57
S4,P3,2022-09-14,98
S4,P4,2022-09-14,80
S4,P5,2022-09-14,66
S5,P1,2022-09-14,88
S5,P2,2022-09-14,100
S5,P3,2022-09-14,59
S5,P4,2022-09-14,66
S5,P5,2022-09-14,87
S1,P1,2022-09-15,73
S1,P2,2022-09-15,83
S1,P3,2022-09-15,78
S1,P4,2022-09-15,94
S1,P5,2022-09-15,83
S2,P1,2022-09-15,57
S2,P2,2022-09-15,63
S2,P3,2022-09-15,88
S2,P4,2022-09-15,78
S2,P5,2022-09-15,90
S3,P1,2022-09-15,50
S3,P2,2022-09-15,74
S3,P3,2022-09-15,85
S3,P4,2022-09-15,97
S3,P5,2022-09-15,78
S4,P1,2022-09-15,87
S4,P2,2022-09-15,91
S4,P3,2022-09-15,80
S4,P4,2022-09-15,69
S4,P5,2022-09-15,69
S5,P1,2022-09-15,58
S5,P2,2022-09-15,69
S5,P3,2022-09-15,64
S5,P4,2022-09-15,72
S5,P5,2022-09-15,74
S1,P1,2022-09-16,54
S1,P2,2022-09-16,72
S1,P3,2022-09-16,56
S1,P4,2022-09-16,77
S1,P5,2022-09-16,75
S2,P1,2022-09-16,98
S2,P2,2022-09-16,97
S2,P3,2022-09-16,95
S2,P4,2022-09-16,98
S2,P5,2022-09-16,69
S3,P1,2022-09-16,71
S3,P2,2022-09-16,76
S3,P3,2022-09-16,58
S3,P4,2022-09-16,80
S3,P5,2022-09-16,79
S4,P1,2022-09-16,75
S4,P2,2022-09-16,52
S4,P3,2022-09-16,64
S4,P4,2022-09-16,85
S4,P5,2022-09-16,71
S5,P1,2022-09-16,93
S5,P2,2022-09-16,62
S5,P3,2022-09-16,80
S5,P4,2022-09-16,67
S5,P5,2022-09-16,96
S1,P1,2022-09-17,86
S1,P2,2022-09-17,58
S1,P3,2022-09-17,81
S1,P4,2022-09-17,64
S1,P5,2022-09-17,73
S2,P1,2022-09-17,81
S2,P2,2022-09-17,95
S2,P3,2022-09-17,56
S2,P4,2022-09-17,94
S2,P5,2022-09-17,69
S3,P1,2022-09-17,97
S3,P2,2022-09-17,91
S3,P3,2022-09-17,58
S3,P4,2022-09-17,54
S3,P5,2022-09-17,93
S4,P1,2022-09-17,74
S4,P2,2022-09-17,59
S4,P3,2022-09-17,89
S4,P4,2022-09-17,82
S4,P5,2022-09-17,57
S5,P1,2022-09-17,65
S5,P2,2022-09-17,99
S5,P3,2022-09-17,60
S5,P4,2022-09-17,94
S5,P5,2022-09-17,50
S1,P1,2022-09-18,58
S1,P2,2022-09-18,54
S1,P3,2022-09-18,61
S1,P4,2022-09-18,59
S1,P5,2022-09-18,76
S2,P1,2022-09-18,70
S2,P2,2022-09-18,68
S2,P3,2022-09-18,80
S2,P4,2022-09-18,52
S2,P5,2022-09-18,84
S3,P1,2022-09-18,77
S3,P2,2022-09-18,87
S3,P3,2022-09-18,97
S3,P4,2022-09-18,80
S3,P5,2022-09-18,71
S4,P1,2022-09-18,60
S4,P2,2022-09-18,74
S4,P3,2022-09-18,72
S4,P4,2022-09-18,78
S4,P5,2022-09-18,84
S5,P1,2022-09-18,72
S5,P2,2022-09-18,75
S5,P3,2022-09-18,87
S5,P4,2022-09-18,60
S5,P5,2022-09-18,96
S1,P1,2022-09-19,99
S1,P2,2022-09-19,72
S1,P3,2022-09-19,72
S1,P4,2022-09-19,74
S1,P5,2022-09-19,85
S2,P1,2022-09-19,65
S2,P2,2022-09-19,83
S2,P3,2022-09-19,81
S2,P4,2022-09-19,60
S2,P5,2022-09-19,59
S3,P1,2022-09-19,93
S3,P2,2022-09-19,71
S3,P3,2022-09-19,96
S3,P4,2022-09-19,68
S3,P5,2022-09-19,97
S4,P1,2022-09-19,75
S4,P2,2022-09-19,94
S4,P3,2022-09-19,51
S4,P4,2022-09-19,56
S4,P5,2022-09-19,50
S5,P1,2022-09-19,60
S5,P2,2022-09-19,95
S5,P3,2022-09-19,80
S5,P4,2022-09-19,63
S5,P5,2022-09-19,76
S1,P1,2022-09-20,92
S1,P2,2022-09-20,92
S1,P3,2022-09-20,68
S1,P4,2022-09-20,66
S1,P5,2022-09-20,55
S2,P1,2022-09-20,52
S2,P2,2022-09-20,98
S2,P3,2022-09-20,88
S2,P4,2022-09-20,93
S2,P5,2022-09-20,97
S3,P1,2022-09-20,69
S3,P2,2022-09-20,81
S3,P3,2022-09-20,76
S3,P4,2022-09-20,88
S3,P5,2022-09-20,64
S4,P1,2022-09-20,53
S4,P2,2022-09-20,84
S4,P3,2022-09-20,71
S4,P4,2022-09-20,59
S4,P5,2022-09-20,61
S5,P1,2022-09-20,66
S5,P2,2022-09-20,99
S5,P3,2022-09-20,81
S5,P4,2022-09-20,93
S5,P5,2022-09-20,50
S1,P1,2022-09-21,74
S1,P2,2022-09-21,92
S1,P3,2022-09-21,63
S1,P4,2022-09-21,90
S1,P5,2022-09-21,80
S2,P1,2022-09-21,68
S2,P2,2022-09-21,58
S2,P3,2022-09-21,84
S2,P4,2022-09-21,69
S2,P5,2022-09-21,89
S3,P1,2022-09-21,88
S3,P2,2022-09-21,89
S3,P3,2022-09-21,74
S3,P4,2022-09-21,52
S3,P5,2022-09-21,98
S4,P1,2022-09-21,90
S4,P2,2022-09-21,59
S4,P3,2022-09-21,54
S4,P4,2022-09-21,62
S4,P5,2022-09-21,68
S5,P1,2022-09-21,55
S5,P2,2022-09-21,72
S5,P3,2022-09-21,55
S5,P4,2022-09-21,79
S5,P5,2022-09-21,72
S1,P1,2022-09-22,84
S1,P2,2022-09-22,91
S1,P3,2022-09-22,50
S1,P4,2022-09-22,76
S1,P5,2022-09-22,82
S2,P1,2022-09-22,55
S2,P2,2022-09-22,57
S2,P3,2022-09-22,67
S2,P4,2022-09-22,69
S2,P5,2022-09-22,60
S3,P1,2022-09-22,57
S3,P2,2022-09-22,78
S3,P3,2022-09-22,70
S3,P4,2022-09-22,76
S3,P5,2022-09-22,62
S4,P1,2022-09-22,53
S4,P2,2022-09-22,97
S4,P3,2022-09-22,81
S4,P4,2022-09-22,81
S4,P5,2022-09-22,71
S5,P1,2022-09-22,58
S5,P2,2022-09-22,94
S5,P3,2022-09-22,75
S5,P4,2022-09-22,88
S5,P5,2022-09-22,57
S1,P1,2022-09-23,89
S1,P2,2022-09-23,94
S1,P3,2022-09-23,85
S1,P4,2022-09-23,86
S1,P5,2022-09-23,85
S2,P1,2022-09-23,65
S2,P2,2022-09-23,62
S2,P3,2022-09-23,90
S2,P4,2022-09-23,74
S2,P5,2022-09-23,86
S3,P1,2022-09-23,63
S3,P2,2022-09-23,60
S3,P3,2022-09-23,59
S3,P4,2022-09-23,63
S3,P5,2022-09-23,50
S4,P1,2022-09-23,51
S4,P2,2022-09-23,87
S4,P3,2022-09-23,66
S4,P4,2022-09-23,63
S4,P5,2022-09-23,84
S5,P1,2022-09-23,71
S5,P2,2022-09-23,88
S5,P3,2022-09-23,68
S5,P4,2022-09-23,58
S5,P5,2022-09-23,91
S1,P1,2022-09-24,86
S1,P2,2022-09-24,73
S1,P3,2022-09-24,67
S1,P4,2022-09-24,85
S1,P5,2022-09-24,58
S2,P1,2022-09-24,59
S2,P2,2022-09-24,56
S2,P3,2022-09-24,70
S2,P4,2022-09-24,58
S2,P5,2022-09-24,64
S3,P1,2022-09-24,58
S3,P2,2022-09-24,59
S3,P3,2022-09-24,56
S3,P4,2022-09-24,89
S3,P5,2022-09-24,55
S4,P1,2022-09-24,55
S4,P2,2022-09-24,54
S4,P3,2022-09-24,81
S4,P4,2022-09-24,68
S4,P5,2022-09-24,86
S5,P1,2022-09-24,51
S5,P2,2022-09-24,89
S5,P3,2022-09-24,84
S5,P4,2022-09-24,87
S5,P5,2022-09-24,100
S1,P1,2022-09-25,65
S1,P2,2022-09-25,51
S1,P3,2022-09-25,56
S1,P4,2022-09-25,95
S1,P5,2022-09-25,88
S2,P1,2022-09-25,65
S2,P2,2022-09-25,92
S2,P3,2022-09-25,59
S2,P4,2022-09-25,92
S2,P5,2022-09-25,76
S3,P1,2022-09-25,89
S3,P2,2022-09-25,56
S3,P3,2022-09-25,63
S3,P4,2022-09-25,52
S3,P5,2022-09-25,58
S4,P1,2022-09-25,56
S4,P2,2022-09-25,66
S4,P3,2022-09-25,82
S4,P4,2022-09-25,91
S4,P5,2022-09-25,58
S5,P1,2022-09-25,63
S5,P2,2022-09-25,54
S5,P3,2022-09-25,74
S5,P4,2022-09-25,98
S5,P5,2022-09-25,85
S1,P1,2022-09-26,66
S1,P2,2022-09-26,54
S1,P3,2022-09-26,77
S1,P4,2022-09-26,84
S1,P5,2022-09-26,69
S2,P1,2022-09-26,67
S2,P2,2022-09-26,78
S2,P3,2022-09-26,70
S2,P4,2022-09-26,53
S2,P5,2022-09-26,89
S3,P1,2022-09-26,98
S3,P2,2022-09-26,93
S3,P3,2022-09-26,61
S3,P4,2022-09-26,94
S3,P5,2022-09-26,56
S4,P1,2022-09-26,56
S4,P2,2022-09-26,51
S4,P3,2022-09-26,100
S4,P4,2022-09-26,52
S4,P5,2022-09-26,76
S5,P1,2022-09-26,64
S5,P2,2022-09-26,62
S5,P3,2022-09-26,96
S5,P4,2022-09-26,93
S5,P5,2022-09-26,83
S1,P1,2022-09-27,82
S1,P2,2022-09-27,91
S1,P3,2022-09-27,90
S1,P4,2022-09-27,87
S1,P5,2022-09-27,79
S2,P1,2022-09-27,63
S2,P2,2022-09-27,81
S2,P3,2022-09-27,79
S2,P4,2022-09-27,53
S2,P5,2022-09-27,69
S3,P1,2022-09-27,55
S3,P2,2022-09-27,81
S3,P3,2022-09-27,61
S3,P4,2022-09-27,65
S3,P5,2022-09-27,78
S4,P1,2022-09-27,59
S4,P2,2022-09-27,61
S4,P3,2022-09-27,97
S4,P4,2022-09-27,96
S4,P5,2022-09-27,93
S5,P1,2022-09-27,62
S5,P2,2022-09-27,87
S5,P3,2022-09-27,99
S5,P4,2022-09-27,52
S5,P5,2022-09-27,63
S1,P1,2022-09-28,51
S1,P2,2022-09-28,77
S1,P3,2022-09-28,92
S1,P4,2022-09-28,73
S1,P5,2022-09-28,54
S2,P1,2022-09-28,77
S2,P2,2022-09-28,60
S2,P3,2022-09-28,80
S2,P4,2022-09-28,96
S2,P5,2022-09-28,97
S3,P1,2022-09-28,53
S3,P2,2022-09-28,74
S3,P3,2022-09-28,90
S3,P4,2022-09-28,79
S3,P5,2022-09-28,93
S4,P1,2022-09-28,54
S4,P2,2022-09-28,51
S4,P3,2022-09-28,71
S4,P4,2022-09-28,95
S4,P5,2022-09-28,83
S5,P1,2022-09-28,63
S5,P2,2022-09-28,62
S5,P3,2022-09-28,68
S5,P4,2022-09-28,96
S5,P5,2022-09-28,92
S1,P1,2022-09-29,85
S1,P2,2022-09-29,64
S1,P3,2022-09-29,90
S1,P4,2022-09-29,96
S1,P5,2022-09-29,100
S2,P1,2022-09-29,70
S2,P2,2022-09-29,94
S2,P3,2022-09-29,88
S2,P4,2022-09-29,54
S2,P5,2022-09-29,74
S3,P1,2022-09-29,57
S3,P2,2022-09-29,68
S3,P3,2022-09-29,74
S3,P4,2022-09-29,73
S3,P5,2022-09-29,56
S4,P1,2022-09-29,64
S4,P2,2022-09-29,79
S4,P3,2022-09-29,64
S4,P4,2022-09-29,81
S4,P5,2022-09-29,93
S5,P1,2022-09-29,100
S5,P2,2022-09-29,65
S5,P3,2022-09-29,72
S5,P4,2022-09-29,78
S5,P5,2022-09-29,80
S1,P1,2022-09-30,92
S1,P2,2022-09-30,57
S1,P3,2022-09-30,77
S1,P4,2022-09-30,68
S1,P5,2022-09-30,52
S2,P1,2022-09-30,54
S2,P2,2022-09-30,89
S2,P3,2022-09-30,67
S2,P4,2022-09-30,71
S2,P5,2022-09-30,54
S3,P1,2022-09-30,75
S3,P2,2022-09-30,99
S3,P3,2022-09-30,81
S3,P4,2022-09-30,88
S3,P5,2022-09-30,56
S4,P1,2022-09-30,61
S4,P2,2022-09-30,56
S4,P3,2022-09-30,52
S4,P4,2022-09-30,75
S4,P5,2022-09-30,94
S5,P1,2022-09-30,75
S5,P2,2022-09-30,57
S5,P3,2022-09-30,63
S5,P4,2022-09-30,64
S5,P5,2022-09-30,91
S1,P1,2022-10-01,69
S1,P2,2022-10-01,52
S1,P3,2022-10-01,77
S1,P4,2022-10-01,58
S1,P5,2022-10-01,61
S2,P1,2022-10-01,65
S2,P2,2022-10-01,71
S2,P3,2022-10-01,66
S2,P4,2022-10-01,77
S2,P5,2022-10-01,61
S3,P1,2022-10-01,68
S3,P2,2022-10-01,67
S3,P3,2022-10-01,89
S3,P4,2022-10-01,83
S3,P5,2022-10-01,57
S4,P1,2022-10-01,72
S4,P2,2022-10-01,52
S4,P3,2022-10-01,98
S4,P4,2022-10-01,73
S4,P5,2022-10-01,91
S5,P1,2022-10-01,93
S5,P2,2022-10-01,90
S5,P3,2022-10-01,90
S5,P4,2022-10-01,97
S5,P5,2022-10-01,82
S1,P1,2022-10-02,95
S1,P2,2022-10-02,77
S1,P3,2022-10-02,92
S1,P4,2022-10-02,73
S1,P5,2022-10-02,77
S2,P1,2022-10-02,62
S2,P2,2022-10-02,96
S2,P3,2022-10-02,59
S2,P4,2022-10-02,84
S2,P5,2022-10-02,61
S3,P1,2022-10-02,95
S3,P2,2022-10-02,52
S3,P3,2022-10-02,80
S3,P4,2022-10-02,68
S3,P5,2022-10-02,79
S4,P1,2022-10-02,67
S4,P2,2022-10-02,84
S4,P3,2022-10-02,84
S4,P4,2022-10-02,93
S4,P5,2022-10-02,98
S5,P1,2022-10-02,52
S5,P2,2022-10-02,73
S5,P3,2022-10-02,55
S5,P4,2022-10-02,65
S5,P5,2022-10-02,63
S1,P1,2022-10-03,71
S1,P2,2022-10-03,98
S1,P3,2022-10-03,72
S1,P4,2022-10-03,76
S1,P5,2022-10-03,96
S2,P1,2022-10-03,76
S2,P2,2022-10-03,70
S2,P3,2022-10-03,76
S2,P4,2022-10-03,89
S2,P5,2022-10-03,68
S3,P1,2022-10-03,51
S3,P2,2022-10-03,76
S3,P3,2022-10-03,93
S3,P4,2022-10-03,73
S3,P5,2022-10-03,76
S4,P1,2022-10-03,88
S4,P2,2022-10-03,67
S4,P3,2022-10-03,84
S4,P4,2022-10-03,62
S4,P5,2022-10-03,86
S5,P1,2022-10-03,97
S5,P2,2022-10-03,65
S5,P3,2022-10-03,88
S5,P4,2022-10-03,89
S5,P5,2022-10-03,99
S1,P1,2022-10-04,73
S1,P2,2022-10-04,92
S1,P3,2022-10-04,59
S1,P4,2022-10-04,62
S1,P5,2022-10-04,58
S2,P1,2022-10-04,53
S2,P2,2022-10-04,90
S2,P3,2022-10-04,96
S2,P4,2022-10-04,98
S2,P5,2022-10-04,76
S3,P1,2022-10-04,61
S3,P2,2022-10-04,61
S3,P3,2022-10-04,54
S3,P4,2022-10-04,70
S3,P5,2022-10-04,90
S4,P1,2022-10-04,81
S4,P2,2022-10-04,71
S4,P3,2022-10-04,85
S4,P4,2022-10-04,66
S4,P5,2022-10-04,71
S5,P1,2022-10-04,57
S5,P2,2022-10-04,76
S5,P3,2022-10-04,88
S5,P4,2022-10-04,87
S5,P5,2022-10-04,96
S1,P1,2022-10-05,87
S1,P2,2022-10-05,67
S1,P3,2022-10-05,61
S1,P4,2022-10-05,94
S1,P5,2022-10-05,79
S2,P1,2022-10-05,99
S2,P2,2022-10-05,88
S2,P3,2022-10-05,70
S2,P4,2022-10-05,97
S2,P5,2022-10-05,71
S3,P1,2022-10-05,89
S3,P2,2022-10-05,70
S3,P3,2022-10-05,67
S3,P4,2022-10-05,93
S3,P5,2022-10-05,56
S4,P1,2022-10-05,78
S4,P2,2022-10-05,60
S4,P3,2022-10-05,56
S4,P4,2022-10-05,90
S4,P5,2022-10-05,76
S5,P1,2022-10-05,87
S5,P2,2022-10-05,91
S5,P3,2022-10-05,73
S5,P4,2022-10-05,67
S5,P5,2022-10-05,70
S1,P1,2022-10-06,95
S1,P2,2022-10-06,62
S1,P3,2022-10-06,87
S1,P4,2022-10-06,52
S1,P5,2022-10-06,99
S2,P1,2022-10-06,94
S2,P2,2022-10-06,91
S2,P3,2022-10-06,78
S2,P4,2022-10-06,61
S2,P5,2022-10-06,94
S3,P1,2022-10-06,100
S3,P2,2022-10-06,71
S3,P3,2022-10-06,73
S3,P4,2022-10-06,87
S3,P5,2022-10-06,87
S4,P1,2022-10-06,88
S4,P2,2022-10-06,82
S4,P3,2022-10-06,82
S4,P4,2022-10-06,82
S4,P5,2022-10-06,96
S5,P1,2022-10-06,86
S5,P2,2022-10-06,97
S5,P3,2022-10-06,94
S5,P4,2022-10-06,64
S5,P5,2022-10-06,68
S1,P1,2022-10-07,99
S1,P2,2022-10-07,63
S1,P3,2022-10-07,83
S1,P4,2022-10-07,70
S1,P5,2022-10-07,57
S2,P1,2022-10-07,76
S2,P2,2022-10-07,85
S2,P3,2022-10-07,55
S2,P4,2022-10-07,98
S2,P5,2022-10-07,74
S3,P1,2022-10-07,51
S3,P2,2022-10-07,95
S3,P3,2022-10-07,80
S3,P4,2022-10-07,96
S3,P5,2022-10-07,83
S4,P1,2022-10-07,60
S4,P2,2022-10-07,77
S4,P3,2022-10-07,93
S4,P4,2022-10-07,57
S4,P5,2022-10-07,89
S5,P1,2022-10-07,68
S5,P2,2022-10-07,61
S5,P3,2022-10-07,50
S5,P4,2022-10-07,66
S5,P5,2022-10-07,50
S1,P1,2022-10-08,93
S1,P2,2022-10-08,73
S1,P3,2022-10-08,97
S1,P4,2022-10-08,87
S1,P5,2022-10-08,84
S2,P1,2022-10-08,84
S2,P2,2022-10-08,85
S2,P3,2022-10-08,54
S2,P4,2022-10-08,75
S2,P5,2022-10-08,51
S3,P1,2022-10-08,63
S3,P2,2022-10-08,86
S3,P3,2022-10-08,59
S3,P4,2022-10-08,69
S3,P5,2022-10-08,89
S4,P1,2022-10-08,55
S4,P2,2022-10-08,59
S4,P3,2022-10-08,71
S4,P4,2022-10-08,84
S4,P5,2022-10-08,83
S5,P1,2022-10-08,68
S5,P2,2022-10-08,74
S5,P3,2022-10-08,87
S5,P4,2022-10-08,95
S5,P5,2022-10-08,83
S1,P1,2022-10-09,94
S1,P2,2022-10-09,71
S1,P3,2022-10-09,79
S1,P4,2022-10-09,75
S1,P5,2022-10-09,50
S2,P1,2022-10-09,76
S2,P2,2022-10-09,62
S2,P3,2022-10-09,73
S2,P4,2022-10-09,57
S2,P5,2022-10-09,54
S3,P1,2022-10-09,80
S3,P2,2022-10-09,85
S3,P3,2022-10-09,92
S3,P4,2022-10-09,71
S3,P5,2022-10-09,50
S4,P1,2022-10-09,69
S4,P2,2022-10-09,74
S4,P3,2022-10-09,50
S4,P4,2022-10-09,53
S4,P5,2022-10-09,58
S5,P1,2022-10-09,82
S5,P2,2022-10-09,56
S5,P3,2022-10-09,99
S5,P4,2022-10-09,65
S5,P5,2022-10-09,88
S1,P1,2022-10-10,95
S1,P2,2022-10-10,55
S1,P3,2022-10-10,89
S1,P4,2022-10-10,84
S1,P5,2022-10-10,78
S2,P1,2022-10-10,79
S2,P2,2022-10-10,88
S2,P3,2022-10-10,67
S2,P4,2022-10-10,57
S2,P5,2022-10-10,84
S3,P1,2022-10-10,57
S3,P2,2022-10-10,91
S3,P3,2022-10-10,84
S3,P4,2022-10-10,99
S3,P5,2022-10-10,57
S4,P1,2022-10-10,62
S4,P2,2022-10-10,83
S4,P3,2022-10-10,86
S4,P4,2022-10-10,58
S4,P5,2022-10-10,65
S5,P1,2022-10-10,64
S5,P2,2022-10-10,91
S5,P3,2022-10-10,73
S5,P4,2022-10-10,74
S5,P5,2022-10-10,81
S1,P1,2022-10-11,93
S1,P2,2022-10-11,73
S1,P3,2022-10-11,52
S1,P4,2022-10-11,75
S1,P5,2022-10-11,69
S2,P1,2022-10-11,74
S2,P2,2022-10-11,54
S2,P3,2022-10-11,91
S2,P4,2022-10-11,100
S2,P5,2022-10-11,56
S3,P1,2022-10-11,92
S3,P2,2022-10-11,85
S3,P3,2022-10-11,73
S3,P4,2022-10-11,74
S3,P5,2022-10-11,84
S4,P1,2022-10-11,97
S4,P2,2022-10-11,60
S4,P3,2022-10-11,55
S4,P4,2022-10-11,82
S4,P5,2022-10-11,56
S5,P1,2022-10-11,65
S5,P2,2022-10-11,92
S5,P3,2022-10-11,66
S5,P4,2022-10-11,54
S5,P5,2022-10-11,74
S1,P1,2022-10-12,58
S1,P2,2022-10-12,97
S1,P3,2022-10-12,66
S1,P4,2022-10-12,70
S1,P5,2022-10-12,60
S2,P1,2022-10-12,56
S2,P2,2022-10-12,94
S2,P3,2022-10-12,67
S2,P4,2022-10-12,65
S2,P5,2022-10-12,51
S3,P1,2022-10-12,56
S3,P2,2022-10-12,52
S3,P3,2022-10-12,68
S3,P4,2022-10-12,52
S3,P5,2022-10-12,87
S4,P1,2022-10-12,87
S4,P2,2022-10-12,100
S4,P3,2022-10-12,52
S4,P4,2022-10-12,75
S4,P5,2022-10-12,61
S5,P1,2022-10-12,94
S5,P2,2022-10-12,90
S5,P3,2022-10-12,54
S5,P4,2022-10-12,63
S5,P5,2022-10-12,75
S1,P1,2022-10-13,55
S1,P2,2022-10-13,91
S1,P3,2022-10-13,52
S1,P4,2022-10-13,50
S1,P5,2022-10-13,66
S2,P1,2022-10-13,55
S2,P2,2022-10-13,97
S2,P3,2022-10-13,56
S2,P4,2022-10-13,50
S2,P5,2022-10-13,93
S3,P1,2022-10-13,59
S3,P2,2022-10-13,74
S3,P3,2022-10-13,71
S3,P4,2022-10-13,89
S3,P5,2022-10-13,51
S4,P1,2022-10-13,69
S4,P2,2022-10-13,56
S4,P3,2022-10-13,85
S4,P4,2022-10-13,74
S4,P5,2022-10-13,51
S5,P1,2022-10-13,72
S5,P2,2022-10-13,69
S5,P3,2022-10-13,87
S5,P4,2022-10-13,51
S5,P5,2022-10-13,89
S1,P1,2022-10-14,52
S1,P2,2022-10-14,67
S1,P3,2022-10-14,61
S1,P4,2022-10-14,58
S1,P5,2022-10-14,97
S2,P1,2022-10-14,92
S2,P2,2022-10-14,59
S2,P3,2022-10-14,65
S2,P4,2022-10-14,94
S2,P5,2022-10-14,66
S3,P1,2022-10-14,87
S3,P2,2022-10-14,62
S3,P3,2022-10-14,82
S3,P4,2022-10-14,68
S3,P5,2022-10-14,52
S4,P1,2022-10-14,91
S4,P2,2022-10-14,85
S4,P3,2022-10-14,80
S4,P4,2022-10-14,92
S4,P5,2022-10-14,95
S5,P1,2022-10-14,72
S5,P2,2022-10-14,62
S5,P3,2022-10-14,63
S5,P4,2022-10-14,89
S5,P5,2022-10-14,63
S1,P1,2022-10-15,54
S1,P2,2022-10-15,86
S1,P3,2022-10-15,58
S1,P4,2022-10-15,69
S1,P5,2022-10-15,53
S2,P1,2022-10-15,77
S2,P2,2022-10-15,81
S2,P3,2022-10-15,68
S2,P4,2022-10-15,88
S2,P5,2022-10-15,94
S3,P1,2022-10-15,55
S3,P2,2022-10-15,94
S3,P3,2022-10-15,89
S3,P4,2022-10-15,95
S3,P5,2022-10-15,90
S4,P1,2022-10-15,82
S4,P2,2022-10-15,84
S4,P3,2022-10-15,98
S4,P4,2022-10-15,70
S4,P5,2022-10-15,79
